3760 8617
1833 1337 498042123
234 1030 547704375
2830 1419 354308159
1235 186 4192159
2980 3337 772868860
2812 1842 762716532
1844 12 163354009
524 3427 624724267
307 1332 491374980
1181 398 527887733
1358 295 874159845
3524 1465 657352644
619 849 604045611
1848 865 852913612
3728 1226 840320224
737 3474 327206939
1521 2186 942300894
2686 451 522127
3364 1710 68570006
308 651 700066241
3201 1704 923208913
1370 3157 11962340
101 350 890717353
2838 1174 35141512
2679 495 708950734
1553 3714 66724111
97 810 483271961
260 2210 873846169
2141 3105 422249084
2129 795 956929274
1315 3516 889900231
693 2686 633504981
3542 1992 77343042
2510 1914 787662662
2001 64 638447957
1897 1552 539689775
3479 158 566906799
103 2787 644562401
3380 2359 720043233
1589 1972 66786122
1318 538 146651823
2690 3322 843544626
3633 1597 179196747
474 1891 712315679
583 2615 437188264
1316 2676 419768541
1885 2095 135999486
3706 1291 309242811
978 1631 936514780
1470 1196 241005927
274 209 841603680
3424 1642 775120017
564 260 561710673
2098 1757 234689153
1573 2216 501500361
3087 1554 205647833
3284 261 547605669
3702 1468 858462710
1428 3168 663522633
2065 1433 30673399
567 2858 558951001
1085 1083 275185997
1252 2688 609888098
1072 1113 619457367
2422 3596 266654270
2311 665 899366266
1027 2176 823022595
3525 1452 436230578
2297 657 960997691
1123 3419 556276579
2306 2675 470764535
364 2335 435873380
2828 2959 217952601
3464 3008 435532798
2147 1974 285300809
3440 1341 513118902
2718 1288 343263692
3422 1941 575513350
2892 1210 549280182
1077 2444 668648266
1940 1522 586424745
922 3089 983282947
3333 1849 32196638
3218 520 36099014
630 1446 280948232
1370 3711 477767470
2045 1240 482044731
2888 149 987499301
1320 2122 178771989
2579 3757 422775234
1829 2283 911004072
1997 1748 798227026
3374 731 698823445
1396 2249 666688854
3658 1858 216503209
3596 1651 96731574
3036 3357 261112399
2061 2895 687902941
3483 3653 938142131
3414 350 337813102
1384 1267 871686687
3386 452 897002064
340 233 120587943
1622 1968 832444316
3040 2301 875006102
390 3453 639087844
1884 3752 26519559
2065 299 194593383
674 1994 431541279
800 3514 822127541
945 3445 781951874
1760 3437 68930837
938 3207 61076682
2483 2657 745693070
144 3261 485443861
1542 3308 441446741
3171 1554 734989729
2264 1562 120575347
3187 1119 484836240
831 171 33912824
2853 2058 915287561
3531 219 950477024
479 1116 445428588
668 1466 701164669
247 2200 822750374
2856 7 573566870
2764 2303 244606184
3355 3120 557627390
1044 3360 272166727
1332 1153 500221232
1329 529 332047109
2162 1043 561286764
1537 3230 366440032
818 2355 279308969
1902 436 43997902
1527 3366 53762502
321 3441 796166487
3490 936 436141971
2019 2891 77119486
1161 1536 964415920
2174 1363 453156236
2066 2499 543533717
2580 675 361817572
1424 849 536386576
3435 828 717284828
1752 352 402380737
2244 1803 15759639
3401 1762 257373344
3244 1220 593532742
2696 3457 29865074
3294 972 112222056
2766 280 452652401
14 1190 553796023
1286 3040 725573269
3686 1163 249801388
506 2207 81014738
1887 2179 181464241
569 1504 296144843
3348 175 974008627
52 3189 385047303
1087 1300 891182173
2116 1892 143823872
1981 2850 530384322
104 2201 451876164
3647 2041 776966263
3292 1437 291965148
2400 1637 413222844
3437 1299 321098917
953 2149 54082887
3595 2249 454436540
869 2233 612562802
2724 1738 451556730
1559 2023 23718686
2578 921 943223596
1440 1286 666667670
1160 885 393220082
3554 1901 826576915
2499 2910 787525745
2120 3495 641563766
2979 431 172874316
1104 2257 963978059
550 1839 854675657
2904 527 56608664
2055 2045 181256441
1379 1266 943654619
2968 3609 485511863
3152 1044 200070732
2988 850 396827047
1759 2010 560985336
1050 3303 997518515
1948 2781 763271717
2790 3132 885918527
1902 1476 222449033
601 2821 150524009
3615 873 841637000
2690 1542 160966423
1360 352 826388029
1475 892 890133486
1624 1589 878000027
3601 56 23809816
3127 1562 340134225
1279 1160 357442191
3389 2930 211304468
2290 1152 666443012
2900 1364 174357267
1815 2753 82194067
1892 295 967282341
1564 2982 898826845
3755 2615 876008732
3372 270 355707141
2764 1896 799218063
3496 139 138503458
2018 3735 282883672
3123 3591 458855588
3106 2886 322486135
3503 1613 233546363
157 2644 781276173
837 1096 732516269
1018 2133 958111012
2058 1012 464939417
3609 932 966348507
3227 2236 969863574
2062 928 631117229
2813 1631 319331441
745 3209 457410739
2322 1800 343258632
335 2840 22566158
743 3334 228224065
2160 2100 779550713
1566 2325 189106173
305 3577 747189052
2260 697 604502974
469 2677 940781260
2342 1820 340044454
74 1297 109497977
425 2768 412173315
3075 3394 132720313
3611 826 747219408
425 34 885960393
1095 748 579369015
2181 2880 486297731
2498 2962 838482432
3533 3407 117714529
673 2639 611292846
1465 2531 535002568
2876 2978 85800432
2051 3166 424578340
3543 2509 417809092
3357 1977 481428406
3659 1338 98411794
1207 3671 491657930
2043 1944 340744515
2485 1745 200818580
1328 1132 280617067
795 112 714695875
3090 108 878611620
1950 3346 363640096
1577 497 458742324
528 3662 166711284
636 2703 358089810
1816 1543 847180509
3460 43 717255648
2269 1379 61812934
2040 3360 830415328
474 3141 156336371
1866 780 87103861
1750 3680 579593931
997 1203 921437447
2395 3075 818966469
3200 2669 165518002
2987 1644 539867313
353 2969 858820450
884 2021 889784078
1677 3594 774334929
1842 2181 222663100
2232 647 666184115
2520 886 55780955
3109 3744 955424204
3635 329 815638916
3585 2690 9822716
1570 3500 41398337
3132 1482 733974520
131 2774 878739052
1248 3571 28942954
343 2423 286357600
787 987 589599595
3309 2750 275580179
3178 866 205613392
119 332 794918428
1598 613 993184182
2544 609 967237619
837 2392 504498127
2759 1756 422962241
782 289 635871913
3097 2821 472153650
1500 2692 721107018
3623 572 350793683
3503 1461 757346067
3452 2044 217357122
3301 411 175367446
1056 2170 166114308
2958 152 214552318
931 1430 997161441
510 2203 41584767
2021 3462 479125103
1610 1528 533941474
693 3290 867238100
3488 1976 117890339
1259 3348 223486607
3496 3534 877026792
351 2826 874177407
3186 825 42568531
2776 3251 162499615
897 3601 832271058
2570 484 365917022
372 1078 838470895
1886 2387 70463023
2787 11 346876559
3347 2174 789782577
143 2281 9573946
3343 3488 841877424
3713 1988 845603876
2127 1412 125973787
1079 3119 16561222
1974 728 647334199
3321 1695 563922555
471 1316 615934712
444 2654 765625877
3456 1847 193128319
2750 3083 626522273
1565 1008 625257225
2037 519 597741850
2458 1657 792765017
3076 2075 17232784
2328 2612 647052053
3532 1975 688836101
3026 2997 662330524
4 2402 420047428
2875 2324 90976607
822 3568 581661901
1880 2334 811971678
3393 3413 181205094
1414 951 553428829
2619 3398 189548620
3326 2412 156950742
2966 1174 995384484
2557 2593 198719568
360 3087 89892482
2826 251 728423588
1220 3645 873582936
3710 593 190859011
222 2475 593415027
2738 2780 461320766
2601 409 572051381
845 306 633874038
112 3212 665266560
1483 230 114451388
693 86 785812934
3484 1613 95017235
3301 974 756779142
2244 2175 151798172
3157 1328 148679359
3309 3113 313439962
937 3194 969459264
1247 153 723973690
1233 394 202990874
560 3040 825625152
2374 1307 620136493
927 2062 744507460
696 3008 120355094
2397 3191 869652712
2168 2972 345866893
2553 159 596219209
2675 2534 827796546
1551 2585 305845511
636 1609 771874920
1401 3346 926223379
2553 1685 907022055
1603 2731 469519439
3267 1255 790181857
1193 2025 721500164
84 3556 722933923
414 3438 41887472
3128 3315 28630774
922 2890 737668579
2156 2108 251786304
3169 617 622796852
1637 1969 553904831
1837 3649 514872464
3508 3648 469477388
1442 343 427415677
300 1082 328933845
2040 779 580471936
3685 2288 652460897
2836 2886 499908760
2032 1612 156267463
3466 1939 829746941
1090 944 807880324
1278 224 494252658
382 2281 771613865
3606 2690 664953285
1158 324 368658538
1367 3252 564191694
1620 2881 658272591
609 1893 998059072
1389 156 903620017
2724 817 330678155
1852 140 477892134
2383 1264 753161111
440 3375 816385008
218 3554 269642114
1283 2425 404936915
2392 1429 873698166
2155 62 20745984
299 3018 884599379
1645 261 601557342
3409 864 487827888
3669 1554 40954474
2284 3639 138753680
909 1296 603079554
2873 1532 697483381
1763 2397 293309339
886 2046 451309335
1207 1228 60584289
1230 2750 582084799
1692 2146 564376020
674 2495 841965084
2731 1536 721044815
1496 62 681661170
2559 2033 371003071
482 2045 191851193
662 3192 211345349
2723 588 598607858
2373 1557 707653801
3470 3061 435598059
3758 804 401424522
1603 2727 311047406
1153 1863 648774083
3666 206 743275265
1615 3335 706075070
2400 852 757884870
1572 1603 347844123
3486 3294 693931938
2191 1097 775928981
1213 2458 603889656
3729 256 711655895
1422 1901 77005384
678 1948 26749394
1740 2302 814016636
3582 1758 262954792
3720 2252 948433517
1658 2074 994016391
463 2845 876928029
2534 1951 285011938
2363 1642 382648182
3299 1539 576442080
3621 824 660397783
3116 2647 368967888
3213 158 51922085
3000 2816 537802445
3105 2259 461563572
1043 132 59187657
1411 2258 415161049
819 125 151496340
1752 199 253443210
236 677 156187393
3013 2310 996949044
2823 3554 541540054
1700 608 206251989
1704 1526 547085187
1123 520 167613721
2847 231 129249106
3325 766 501189423
1746 111 749807503
2300 2413 559827282
1557 1985 834676500
1281 1201 521992413
615 3393 89390031
1131 1599 747153326
3651 1140 836623958
1736 2255 97182944
461 3442 598476317
2907 810 214953808
1353 3054 500891689
1099 2347 722498904
2193 479 454704126
3306 2899 374536290
1273 785 303039894
2693 575 24369817
1376 205 807683874
360 1777 979260292
3317 1807 911665343
745 1014 37426198
3720 1704 560569942
1555 2832 630276989
3646 3105 444446073
632 293 886157352
67 1043 386771981
522 1151 467316449
1942 58 430230193
3401 621 952230485
1206 1507 782663353
2166 2395 543206191
1968 3416 154945507
2697 3065 853511985
1877 693 903196983
1368 965 338284179
504 1913 911692369
577 2507 33897117
170 2169 235050607
1869 2380 410379456
3264 533 703124228
714 1156 633450393
2417 2398 815568965
2872 1270 531256538
572 3124 284999158
1325 2260 172339840
1901 120 238433507
2656 2509 427252672
831 2240 970007738
3088 2296 502439201
2210 3062 913638190
1423 798 282024498
435 400 997347343
2257 3205 647859432
644 405 149240
2311 1871 191442190
3678 1134 648271244
780 2034 207921834
1831 861 773761108
2732 2928 906846862
2719 2702 861258298
872 689 746027358
3589 3623 936844983
1190 2268 250227419
1932 581 665525840
3164 2155 294213055
3726 184 296393549
1421 2384 226401281
1500 3705 548806721
523 1421 367932328
2918 865 441098669
2989 624 399051764
1856 1389 569124447
1747 1611 893377559
1291 3075 73081718
2981 1051 302906609
754 1289 825463956
263 429 318385793
2054 677 948735474
183 1242 635579505
2844 3412 985446823
636 2694 117831654
3017 3633 551623359
2191 3266 259752012
3716 664 298437043
667 2042 766726251
2502 2865 445770813
203 1243 855819651
2424 1097 293518740
346 2982 929575875
2267 1179 618989177
689 404 680261261
2358 2563 835266885
377 2883 893232564
3542 2284 428151849
1456 2455 511558408
1947 33 542566388
1563 608 461859836
444 2650 708098299
336 1280 530442245
470 1048 413565701
3496 3628 402672985
349 2965 572774352
3611 1900 723755667
816 3725 741377097
447 2751 889005985
825 2493 844629794
1548 3289 534485271
2623 2511 940500258
1497 1556 825333275
3330 2218 565635780
1117 3751 56488370
3269 1187 161062100
3647 43 373919886
762 1434 224898258
2055 763 331026119
2896 2501 370152517
451 630 899011924
3227 1572 185141697
3200 877 996128101
836 3307 449529215
395 1222 665596222
652 1006 318226979
3605 280 997828347
2268 3545 753116151
3023 2486 333601974
2012 3357 863653308
2336 1661 104353096
1900 950 129479615
3582 2426 982035186
3593 3211 660508935
1325 1697 165240576
3090 3234 410042051
3557 1533 619034992
3176 369 681701031
2365 1967 932133929
307 1647 581513142
39 3183 996352943
1496 3180 768552486
2233 2420 451921855
2422 2474 863643426
3542 2108 729603834
2682 1657 615043049
2580 3653 563490162
2970 2467 289058539
1054 2396 550144663
2332 283 243291660
2166 2147 358152876
2228 2853 72493210
707 246 887110047
442 3151 352467160
743 943 68434057
2425 1470 794047281
261 605 476259238
2412 1142 132522756
2135 346 708454176
3556 1673 218383413
3069 2464 999791214
2238 3734 767725239
318 3340 42257145
2780 1337 886901546
1380 1435 854518233
1678 2142 127457554
209 2544 166545285
2299 3089 802959346
1735 2415 918326950
2546 2279 640134092
1298 1680 615998285
2698 2600 329160523
1565 2298 594426930
456 3028 174459372
2343 3181 907035650
3381 3165 678079005
2544 2549 456129088
553 2325 543302702
1043 1107 360091867
1014 2672 981247111
660 134 205028169
31 1788 455310935
1791 2443 231326911
506 1144 626703661
1732 1963 154445198
664 2033 588233093
1442 1494 7930701
2768 3281 34831959
2562 2412 869387514
632 317 44341560
2752 3592 312406041
1685 1570 253791732
352 2028 817075310
248 3341 349567273
3259 3218 43619466
1923 544 197217728
1011 1401 426031907
1206 480 969341485
3239 237 669674488
1821 3386 77396614
133 2225 896676035
3211 477 415592590
786 1816 664767479
315 1042 346103779
801 639 125186138
1781 2335 317160308
2998 1167 389275349
2830 1898 848193856
1064 1138 332209257
2170 465 513076928
595 2376 160697917
1341 1475 822316056
3381 3677 89914487
3536 2480 926859728
1341 2128 104611612
339 365 854115503
3021 141 450760659
2127 1602 648248235
3405 2948 787911705
2405 360 856915193
1779 119 292799777
1911 3154 838973172
1169 2249 266103511
245 2106 745389043
2178 186 672411260
3276 2854 81892677
481 2484 821238163
1889 1807 523464348
1922 3092 366053215
1274 710 539894198
3134 3450 11131616
1934 862 362942455
343 3119 898074075
1890 2735 106782884
324 3740 841502684
1643 1219 977445014
671 908 465598680
600 2238 582033665
1315 2747 85834060
3707 565 926802246
1852 2763 911018454
3217 3576 864876258
2524 1440 964822032
2905 1409 359318644
734 2234 343464184
1402 2302 427272320
1478 1100 274365599
1417 2994 209961671
2364 1441 445607337
1494 1405 288562897
2578 417 333191225
810 748 838702889
345 3502 40093065
301 225 928209337
1306 3192 274511291
3238 255 827239847
196 2476 144893312
2896 199 196214956
3327 3347 82083094
3110 284 550987675
1947 2164 106184054
2386 321 942065601
2364 3109 509806802
737 869 220665991
528 3626 783131365
2968 3661 782128265
1923 1617 823189212
2569 205 576721262
2643 809 431369677
4 2063 855982145
1857 1867 139387458
140 880 932620763
2068 1051 256911931
437 494 578786502
3382 1193 503670775
3207 1424 739767261
779 802 570437194
695 3372 772717594
1071 2692 938704019
1786 995 320515223
989 1886 422548547
1459 2175 704469932
286 2520 914408694
800 748 975048916
1523 3231 230925590
3396 1971 140098436
2851 3251 107083445
3011 3390 477657544
332 2249 150140924
3663 1199 72037669
405 3680 415122723
2397 1706 824972156
1242 3225 493741933
2471 2693 569684757
2975 666 945620290
638 341 136692408
2756 3497 625288247
1610 3481 73882081
2122 597 705595912
2033 1642 401271708
1083 2744 396417001
779 3121 579710516
1685 1059 757746728
783 2540 613493716
1193 3143 649606760
1452 2510 227263320
1747 786 574015775
3734 1296 148012591
2387 3241 611725834
1935 1837 193198901
2234 840 858652571
3756 1331 398982851
532 1092 941259184
1209 2239 498876210
2300 2197 294637528
134 1713 71954117
2061 376 942687836
2695 3631 265212630
3490 833 727316934
490 1006 432134838
1781 3716 237783390
808 277 322026800
3498 3699 692687323
3288 994 928957068
602 1889 525425127
2268 3674 384074882
650 1899 469092090
145 483 885291794
950 2743 955700430
2855 3587 363410953
2922 649 906364703
2361 15 399122890
2631 1562 166322976
66 391 24012510
3674 286 685767164
3113 1455 518477266
349 285 792651040
751 3327 727361598
1215 1570 259490667
3569 1102 417614882
2096 3500 145097331
3263 343 406859940
2690 527 236659673
951 970 47932258
678 3654 922936806
605 1355 677040328
271 3056 368248449
2033 3612 280588572
2412 1783 168481904
861 375 678191621
2064 132 78249215
3649 1910 717123676
1415 3036 106103455
3635 1176 525662236
603 2469 619692500
1492 1516 860797432
921 975 18513659
2616 883 58206494
1113 2925 239298251
2569 1593 582606830
204 954 224434994
1538 1375 324618782
3345 2690 806620202
2460 1674 49353412
142 3140 496262878
3339 824 187847969
1986 3054 993681577
2294 1142 426270352
2180 1002 266622712
1346 638 578361074
1000 12 415119428
945 43 176981180
3064 3586 820537455
2341 2883 344765413
2923 3583 579597836
2555 261 892088331
541 3629 244711583
3144 3598 310366308
784 2485 779991968
3036 2976 854359771
2979 514 244278973
1537 1221 70081308
3329 1421 386910124
1295 2109 246222694
2991 2381 753695049
2088 96 858079734
2190 1594 898927205
1249 3286 138552792
1496 2149 998305861
3558 1652 319654258
198 3178 373854817
2933 2043 18787654
1902 2929 656683142
975 1114 126076246
2782 56 872915875
1008 1892 546068137
2754 2516 299606438
1582 2612 613816793
3089 1072 960157013
2458 2343 329040282
1299 946 465902474
273 2797 32279519
1440 3455 287918945
2775 354 81583172
3519 1609 170949530
2211 2736 350389196
3322 2200 814047692
3447 1427 971334445
2943 1363 960539851
3434 1591 673402969
3191 1619 775052967
1573 911 828252497
3701 783 136587398
2467 345 427894448
3344 3059 484176885
3500 2304 428620118
3200 365 594289602
3304 1085 80033338
389 3589 826661384
3347 3661 890970594
2496 1521 751856870
782 872 569745009
3630 2359 278976933
1458 2030 578941734
2446 2975 338578688
2924 586 70812038
2182 216 847181655
2193 1351 272500207
934 3348 666210979
881 863 480572445
2292 646 131537406
3428 1052 400833200
1664 3007 578068658
1791 2924 558272676
3696 276 840658595
3498 1417 968566014
2092 1683 573398403
2639 2660 391276586
2712 407 935715750
1367 2760 975164677
2839 2681 80144467
915 2313 296518221
461 2432 801618917
3485 3147 157512743
194 2462 977816450
1660 2463 696181068
2632 1329 423531146
1994 2116 855005585
3507 2443 907669033
1626 2111 229178181
124 2923 4866986
2199 2260 717692658
1638 3691 700571106
3611 815 990639564
2641 2719 702528476
3643 989 770305794
812 1218 693132129
740 2522 557799621
3488 3601 873538655
3407 3574 538948459
3067 3439 290414024
2187 1674 418995068
1536 2372 125357798
556 2067 42008827
2497 1705 506333890
2802 2652 392701028
3363 3199 130942612
1784 883 283561326
2579 2887 665453324
789 773 22267276
1235 2936 222794361
810 1864 639218786
529 3654 234771322
455 2673 336700370
2142 2860 410519012
3082 962 520814827
115 137 513872852
2062 1156 164277700
665 3383 651939064
1417 3390 650721065
2568 1915 238487137
2263 1037 449231357
348 2487 150089941
850 1609 513701311
121 3236 336863295
1914 1288 293475781
839 2643 254930106
2936 509 121063998
2222 388 411357080
2197 3310 489069287
1168 1098 979290884
2033 776 209374947
1023 3056 644321425
790 2981 244777717
2168 284 603189606
1932 2515 475332291
323 79 284021050
1664 2839 279905432
233 835 704918508
1654 3421 130474047
2245 797 16465875
3627 2034 359956887
1097 1480 585582658
1599 2407 499344602
3552 2893 461487621
1258 1096 100121485
1890 3600 598485845
909 2233 738021489
59 694 161583737
1663 2818 92732751
2437 1713 200275212
3089 3118 451449023
53 3078 362238496
817 882 742144418
855 3018 772172558
2381 1501 620298241
2379 232 937760499
1840 3021 625472599
3092 2245 386436949
116 768 591356886
1547 2046 971123300
1927 1135 660298999
982 3309 581584370
1999 2802 359651254
238 3268 596471276
3429 3136 760078369
2160 1051 898490008
137 2736 791537756
2112 1393 210726413
2455 1058 172596394
1983 830 501332859
1218 3514 152202351
449 1207 812918465
1730 2102 272448796
2447 2568 675700559
3055 3007 125436957
1445 2078 310933564
1241 436 605462198
666 1396 539370889
1830 3376 605322447
1678 2728 278582363
1315 2036 749473972
1040 768 421287639
641 2808 947136249
2409 3 586945817
1469 1777 613474983
1721 496 424459669
30 3693 627419066
3569 493 550270369
135 3227 870516598
126 1612 961889866
884 44 777309994
3095 61 162488724
1833 2588 219598749
899 755 509440163
1456 1128 497746047
2244 2801 294240308
3260 2516 119243598
1010 2686 741183457
1756 3062 143095268
2432 3648 727797125
727 1085 861060920
1347 3195 995827413
1427 432 274393313
1030 3379 121870903
1556 2396 529498552
1732 1841 390503157
3583 105 744014685
104 3321 828453383
1036 505 606660985
1439 488 318657708
3640 282 896987784
2164 1824 892334925
2823 396 5362915
408 3188 592051346
27 1593 642580835
1930 2510 492975553
649 2458 312795012
1639 3702 845596618
507 399 463920316
2482 1444 562370676
2866 434 776324916
1649 1342 838984334
2026 2363 32414468
1134 712 789209717
878 1809 330179149
1637 294 508487331
103 794 728101549
2624 2368 322648114
739 2276 960151455
2152 802 972675306
663 2108 699871545
1981 2802 829240104
3253 2488 619354577
2699 1176 565308382
266 2500 210465428
1859 2757 55502499
1637 399 253598075
2022 173 462685856
172 145 596884151
1676 2227 316320694
2668 260 276915670
2190 667 393360422
3173 1909 567285369
1879 1991 895423225
1809 2446 514505117
1182 3632 314801232
129 2567 424764258
2494 37 309651977
2822 127 135249120
1406 48 60217226
161 799 931036902
2393 2076 68166233
3345 816 363556672
3657 2728 842183250
3330 2762 182878921
1188 2740 793365440
2054 1256 898458
856 3324 948043628
391 346 410902754
2087 2965 654691591
1936 3622 498770169
2432 406 817704754
43 2266 556023130
1684 2436 779890435
390 3198 115036359
939 1478 8221261
1659 125 827254089
3555 1673 843145310
2854 3692 921389750
1847 1918 624534129
197 322 44829091
2753 3164 858202459
3262 3456 938165060
1735 2644 605964588
2640 1616 16800619
1450 3551 236134069
3189 1784 676432614
2770 3445 90270909
1788 2177 491019285
2095 3102 777574601
3544 2488 865939675
2086 1630 689347781
2260 753 750253430
2493 2660 433569235
1959 226 499894501
3615 3653 952518068
1609 1908 586207996
1267 1341 136580422
1634 1772 120856260
1624 3421 798465480
20 1097 984050861
229 1526 357428931
470 67 308298280
3481 1055 331111794
707 94 719038693
2166 1218 511400336
3646 543 325837136
1494 342 581853161
773 1314 306655430
2773 3174 636889616
3129 2909 208493851
1019 3327 75480481
880 3704 257938574
3099 2733 540638956
2356 299 300144714
2211 3094 909149571
2395 3373 570263483
1864 2841 655272631
257 221 742719071
2971 1829 745386476
2936 2959 169262
1011 387 441199477
2802 582 467625816
2701 2141 526783395
1065 2446 431773675
1752 333 557277327
1162 2416 687409526
2162 1052 787753953
2916 1589 369905127
2508 2676 223336920
909 3622 258667132
3269 2416 59980454
329 2628 782435646
1593 502 372856693
104 586 80849467
3471 1688 492754863
450 1650 575167941
2852 1736 941651012
499 405 941625592
1343 3328 184019871
3273 3208 44856707
1369 994 571353597
516 2772 763599872
3655 1448 57189558
2183 3718 584815110
485 2268 962584850
2284 604 863715553
1099 1614 231796336
845 948 40558081
2619 1027 237306759
2760 2739 396820635
2120 3526 584373181
3556 1596 615924646
1195 3260 426276171
258 2519 394706809
2287 441 920389885
3326 538 132301721
2570 3368 19448095
2982 973 986382812
2030 493 233820644
342 1521 8248752
2575 383 462420311
1549 3530 994295182
3108 2016 706297474
3534 3488 347876522
3464 1608 685923237
3288 3017 147865057
1309 2293 37004395
1918 3532 182443151
3101 3025 433182416
1111 1427 729458144
1857 3023 673813146
283 2994 387684917
604 1591 692818373
1413 2483 188216339
2528 3009 367573615
3696 1965 580763205
648 1328 112489187
3510 1158 753241933
3667 2893 983592873
3443 2540 59060197
574 2826 936048428
2621 1792 991154932
2220 1088 775442743
2276 1896 93998555
3664 1437 380583257
2371 1726 698560025
2411 3025 952299248
3544 412 931335267
963 2677 301534973
1599 2668 518314225
519 1282 220394835
63 1262 921582019
298 3586 262202285
165 2954 680648329
3656 2230 570462484
1088 2347 9707088
3329 3223 148886728
3611 2603 309641616
3269 1928 330432108
738 1405 371901237
3142 1596 679237260
3339 2049 638573162
3245 3304 288917033
3271 1727 664223143
3367 1961 201981152
528 1681 932019779
1476 844 453039429
3131 2002 390572677
187 575 601640903
1613 3565 91355804
413 2084 246682112
2119 51 312353593
2441 2400 709637802
1267 1800 802372391
